sed -n '1,260p' \
  src/helico_sensors/helico_sensors/serial_bridge.pytimestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-23T14:35:23.376+01:00,39.4,1.07,22.7,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.476+01:00,39.7,1.09,19.2,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.576+01:00,37.5,1.14,22.6,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.677+01:00,41.7,1.79,24.9,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.776+01:00,39.3,1.58,18.1,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.894+01:00,41.3,1.58,18.1,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.976+01:00,41.3,1.9,25.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.076+01:00,37.2,1.05,23.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.177+01:00,39.0,1.76,24.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.277+01:00,41.6,1.71,21.1,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.376+01:00,42.6,1.76,18.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.476+01:00,37.3,1.4,20.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.576+01:00,39.6,1.91,25.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.676+01:00,37.5,1.29,22.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.776+01:00,42.9,1.83,24.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.876+01:00,42.8,1.92,22.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:24.976+01:00,37.2,1.72,19.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.076+01:00,37.3,1.26,21.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.176+01:00,41.8,1.2,21.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.276+01:00,42.1,1.92,20.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.376+01:00,41.4,1.54,20.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.476+01:00,38.0,1.31,21.1,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.576+01:00,37.8,1.83,20.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.676+01:00,37.1,1.79,18.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.776+01:00,42.8,1.18,24.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.876+01:00,42.9,1.8,23.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:25.977+01:00,40.9,1.01,21.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.076+01:00,42.5,1.84,21.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.176+01:00,38.5,1.08,22.1,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.277+01:00,39.5,1.76,22.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.376+01:00,38.3,1.92,25.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.476+01:00,37.0,1.89,21.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.576+01:00,38.3,1.0,23.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.677+01:00,41.0,1.97,23.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.776+01:00,37.1,1.92,19.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.876+01:00,39.7,1.98,23.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:26.976+01:00,41.3,1.21,21.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.076+01:00,41.0,1.23,23.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.176+01:00,37.1,1.11,19.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.277+01:00,42.4,1.04,20.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.377+01:00,38.3,1.95,19.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.476+01:00,40.7,1.77,23.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.576+01:00,42.5,1.48,19.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.677+01:00,39.9,1.01,24.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.777+01:00,39.9,1.39,18.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.876+01:00,40.8,1.08,23.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:27.976+01:00,38.3,1.44,23.8,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.077+01:00,39.5,1.77,20.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.177+01:00,37.5,1.73,21.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.276+01:00,37.0,1.18,19.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.376+01:00,40.2,1.53,21.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.477+01:00,42.9,1.94,22.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.576+01:00,40.2,1.1,19.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.677+01:00,37.9,1.48,20.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.776+01:00,42.1,1.53,18.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.876+01:00,39.8,1.41,20.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:28.977+01:00,41.7,1.33,18.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.077+01:00,41.6,1.41,19.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.177+01:00,37.3,1.2,25.1,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.276+01:00,42.3,1.1,24.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.376+01:00,37.3,1.3,21.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.476+01:00,40.2,1.0,21.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.576+01:00,41.3,1.64,23.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.676+01:00,42.2,1.92,21.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.776+01:00,40.0,1.03,23.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.876+01:00,37.2,1.73,24.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:29.976+01:00,38.9,1.71,25.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.076+01:00,41.7,1.79,24.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.177+01:00,40.1,1.21,20.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.277+01:00,38.4,1.85,22.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.376+01:00,37.8,1.13,18.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.476+01:00,38.4,1.18,25.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.576+01:00,41.5,1.25,23.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.676+01:00,39.9,1.42,19.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.776+01:00,38.9,1.55,20.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.876+01:00,41.2,1.72,22.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:30.976+01:00,39.9,1.75,18.2,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.076+01:00,42.5,1.63,24.5,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.176+01:00,40.5,1.25,23.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.276+01:00,40.5,1.37,22.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.376+01:00,37.6,1.49,22.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.476+01:00,37.5,1.52,20.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.577+01:00,41.2,1.02,18.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.677+01:00,41.6,1.24,23.9,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.776+01:00,39.8,1.09,18.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.877+01:00,40.4,1.75,19.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:31.976+01:00,38.6,1.62,25.5,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.076+01:00,37.3,1.66,18.0,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.177+01:00,42.0,1.98,20.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.276+01:00,37.5,1.84,19.5,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.376+01:00,37.1,1.57,20.4,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.476+01:00,39.5,1.14,21.6,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.576+01:00,38.9,1.33,18.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.676+01:00,42.9,1.01,21.7,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.776+01:00,39.4,1.84,19.3,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.876+01:00,37.2,1.93,23.5,RUNNING,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:32.976+01:00,38.3,1.93,23.5,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.077+01:00,38.3,1.53,20.3,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.176+01:00,39.5,1.84,24.4,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.276+01:00,37.6,1.83,25.6,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.376+01:00,39.0,1.6,20.1,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.476+01:00,37.7,1.83,23.4,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.576+01:00,40.4,1.13,22.1,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.677+01:00,41.9,1.79,19.3,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.777+01:00,41.6,1.6,25.2,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.876+01:00,39.8,1.05,24.0,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:33.977+01:00,38.7,1.27,20.7,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:34.076+01:00,38.4,1.77,22.0,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:34.177+01:00,42.1,1.23,25.4,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:34.276+01:00,41.5,1.58,19.2,RUNNING,4,3p5_station_TO_meca_zero
2026-09-23T14:35:34.376+01:00,37.6,1.58,19.2,RUNNING,5,nametest_0-forward
2026-09-23T14:35:34.477+01:00,37.6,1.98,24.2,RUNNING,5,nametest_0-forward
2026-09-23T14:35:34.576+01:00,39.1,1.0,19.3,RUNNING,5,nametest_0-forward
2026-09-23T14:35:34.677+01:00,39.9,1.31,24.1,RUNNING,5,nametest_0-forward
2026-09-23T14:35:34.776+01:00,39.1,1.0,23.9,RUNNING,5,nametest_0-forward
2026-09-23T14:35:34.876+01:00,37.0,1.71,22.9,RUNNING,5,nametest_0-forward
2026-09-23T14:35:34.976+01:00,40.8,1.79,24.4,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.076+01:00,41.4,1.29,24.5,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.177+01:00,41.9,1.01,24.0,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.276+01:00,39.4,1.85,23.9,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.376+01:00,39.0,1.4,23.1,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.476+01:00,42.4,1.97,23.4,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.576+01:00,39.8,1.08,25.1,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.676+01:00,39.5,1.46,22.1,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.776+01:00,38.2,1.53,21.5,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.876+01:00,42.3,1.45,18.4,RUNNING,5,nametest_0-forward
2026-09-23T14:35:35.976+01:00,42.5,1.18,24.3,RUNNING,5,nametest_0-forward
